TCGA-17-Z054	5
TCGA-17-Z055	3
TCGA-17-Z056	3
TCGA-17-Z057	NaN
TCGA-17-Z058	NaN
TCGA-17-Z059	NaN
TCGA-17-Z060	2
TCGA-17-Z061	NaN
TCGA-17-Z062	3
TCGA-35-3615	NaN
TCGA-35-4122	NaN
TCGA-35-4123	NaN
TCGA-35-5375	NaN
TCGA-38-4625	3
TCGA-38-4626	NaN
TCGA-38-4627	1
TCGA-38-4628	5
TCGA-38-4629	NaN
TCGA-38-4630	5
TCGA-38-4631	3
TCGA-38-4632	3
TCGA-38-6178	1
TCGA-38-7271	NaN
TCGA-44-2655	NaN
TCGA-44-2656	3
TCGA-44-2657	4
TCGA-44-2659	NaN
TCGA-44-2661	1
TCGA-44-2662	NaN
TCGA-44-2665	NaN
TCGA-44-2666	NaN
TCGA-44-2668	3
TCGA-44-3398	NaN
TCGA-44-3918	3
TCGA-44-3919	5
TCGA-44-4112	NaN
TCGA-44-5643	1
TCGA-44-5644	3
TCGA-44-5645	5
TCGA-44-6144	6
TCGA-44-6145	NaN
TCGA-44-6146	2
TCGA-44-6147	1
TCGA-44-6148	NaN
TCGA-44-6774	NaN
TCGA-44-6775	1
TCGA-44-6776	NaN
TCGA-44-6777	NaN
TCGA-44-6778	NaN
TCGA-44-6779	1
TCGA-44-7659	2
TCGA-44-7660	3
TCGA-44-7661	NaN
TCGA-44-7662	3
TCGA-44-7667	NaN
TCGA-44-7670	3
TCGA-44-7671	NaN
TCGA-44-7672	6
TCGA-44-8117	3
TCGA-44-8119	4
TCGA-44-8120	3
TCGA-49-4486	NaN
TCGA-49-4487	NaN
TCGA-49-4488	NaN
TCGA-49-4490	1
TCGA-49-4494	1
TCGA-49-4501	NaN
TCGA-49-4506	6
TCGA-49-4507	NaN
TCGA-49-4510	1
TCGA-49-4512	1
TCGA-49-4514	3
TCGA-49-6742	NaN
TCGA-49-6743	3
TCGA-49-6744	NaN
TCGA-49-6745	1
TCGA-49-6761	6
TCGA-49-6767	NaN
TCGA-50-5044	NaN
TCGA-50-5045	NaN
TCGA-50-5049	3
TCGA-50-5051	2
TCGA-50-5055	5
TCGA-50-5066	3
TCGA-50-5068	NaN
TCGA-50-5072	NaN
TCGA-50-5930	3
TCGA-50-5931	NaN
TCGA-50-5932	2
TCGA-50-5933	NaN
TCGA-50-5935	1
TCGA-50-5936	5
TCGA-50-5939	5
TCGA-50-5941	NaN
TCGA-50-5942	5
TCGA-50-5944	5
TCGA-50-5946	NaN
TCGA-50-6590	3
TCGA-50-6592	NaN
TCGA-50-6593	NaN
TCGA-50-6594	4
TCGA-50-6595	1
TCGA-50-6597	2
TCGA-50-6673	1
TCGA-50-7109	NaN
TCGA-53-7624	3
TCGA-53-7626	NaN
TCGA-53-7813	NaN
TCGA-55-1592	3
TCGA-55-1594	NaN
TCGA-55-1595	NaN
TCGA-55-1596	NaN
TCGA-55-5899	4
TCGA-55-6543	5
TCGA-55-6642	2
TCGA-55-6712	NaN
TCGA-55-6968	NaN
TCGA-55-6969	NaN
TCGA-55-6970	2
TCGA-55-6971	5
TCGA-55-6972	NaN
TCGA-55-6975	1
TCGA-55-6978	1
TCGA-55-6979	1
TCGA-55-6980	5
TCGA-55-6981	5
TCGA-55-6982	NaN
TCGA-55-6983	NaN
TCGA-55-6984	2
TCGA-55-6985	3
TCGA-55-6986	5
TCGA-55-6987	NaN
TCGA-55-7227	NaN
TCGA-55-7281	NaN
TCGA-55-7283	NaN
TCGA-55-7284	NaN
TCGA-55-7570	NaN
TCGA-55-7573	5
TCGA-55-7574	NaN
TCGA-55-7724	NaN
TCGA-55-7725	2
TCGA-55-7726	5
TCGA-55-7727	6
TCGA-55-7728	1
TCGA-55-7815	2
TCGA-55-7816	5
TCGA-55-7903	1
TCGA-55-7907	3
TCGA-55-7910	NaN
TCGA-55-7911	NaN
TCGA-55-7913	NaN
TCGA-55-7914	1
TCGA-55-7994	3
TCGA-55-7995	4
TCGA-55-8085	NaN
TCGA-55-8087	5
TCGA-55-8089	3
TCGA-55-8090	NaN
TCGA-55-8091	1
TCGA-55-8092	NaN
TCGA-55-8094	NaN
TCGA-55-8096	1
TCGA-55-8097	2
TCGA-55-8203	3
TCGA-55-8204	NaN
TCGA-55-8206	1
TCGA-55-8207	NaN
TCGA-55-8208	NaN
TCGA-64-1676	3
TCGA-64-1677	NaN
TCGA-64-1678	NaN
TCGA-64-1679	3
TCGA-64-1680	NaN
TCGA-64-1681	1
TCGA-64-5774	2
TCGA-64-5775	4
TCGA-64-5778	NaN
TCGA-64-5779	NaN
TCGA-64-5781	3
TCGA-64-5815	2
TCGA-67-3770	NaN
TCGA-67-3771	3
TCGA-67-3772	1
TCGA-67-3773	2
TCGA-67-3774	NaN
TCGA-67-4679	NaN
TCGA-67-6215	1
TCGA-67-6216	5
TCGA-67-6217	NaN
TCGA-69-7760	1
TCGA-69-7761	1
TCGA-69-7763	NaN
TCGA-69-7764	NaN
TCGA-69-7765	NaN
TCGA-69-7973	NaN
TCGA-69-7974	NaN
TCGA-69-7978	4
TCGA-69-7979	3
TCGA-69-7980	NaN
TCGA-71-6725	5
TCGA-73-4659	2
TCGA-73-4662	6
TCGA-73-4666	NaN
TCGA-73-4668	3
TCGA-73-4670	NaN
TCGA-73-4675	1
TCGA-73-4676	5
TCGA-73-4677	NaN
TCGA-73-7498	2
TCGA-73-7499	NaN
TCGA-75-5122	NaN
TCGA-75-5125	NaN
TCGA-75-5126	3
TCGA-75-5146	NaN
TCGA-75-5147	5
TCGA-75-6203	1
TCGA-75-6205	5
TCGA-75-6206	2
TCGA-75-6207	5
TCGA-75-6211	NaN
TCGA-75-6212	5
TCGA-75-6214	3
TCGA-75-7025	1
TCGA-75-7027	NaN
TCGA-75-7030	2
TCGA-75-7031	NaN
TCGA-78-7145	1
TCGA-78-7146	4
TCGA-78-7147	4
TCGA-78-7148	NaN
TCGA-78-7149	NaN
TCGA-78-7150	NaN
TCGA-78-7152	NaN
TCGA-78-7153	5
TCGA-78-7154	NaN
TCGA-78-7155	3
TCGA-78-7158	NaN
TCGA-78-7159	NaN
TCGA-78-7160	2
TCGA-78-7161	6
TCGA-78-7162	5
TCGA-78-7163	5
TCGA-78-7166	NaN
TCGA-78-7167	NaN
TCGA-78-7220	3
TCGA-78-7535	5
TCGA-78-7536	3
TCGA-78-7537	2
TCGA-78-7539	NaN
TCGA-78-7540	5
TCGA-78-7542	NaN
TCGA-78-7633	NaN
TCGA-80-5607	5
TCGA-80-5608	2
TCGA-80-5611	NaN
TCGA-86-6562	5
TCGA-86-6851	3
TCGA-86-7701	1
TCGA-86-7711	NaN
TCGA-86-7713	2
TCGA-86-7714	5
TCGA-86-7953	2
TCGA-86-7954	NaN
TCGA-86-7955	NaN
TCGA-86-8054	6
TCGA-86-8055	1
TCGA-86-8056	NaN
TCGA-86-8073	3
TCGA-86-8074	5
TCGA-86-8075	5
TCGA-86-8076	2
TCGA-91-6828	6
TCGA-91-6829	3
TCGA-91-6830	NaN
TCGA-91-6831	1
TCGA-91-6835	5
TCGA-91-6836	4
TCGA-91-6840	1
TCGA-91-6847	5
TCGA-91-6848	3
TCGA-91-6849	1
TCGA-91-7771	NaN
TCGA-93-7347	2
TCGA-93-7348	5
TCGA-95-7039	3
TCGA-95-7043	3
TCGA-95-7562	NaN
TCGA-95-7944	NaN
TCGA-95-7947	NaN
TCGA-95-7948	NaN
TCGA-95-8039	1
TCGA-97-7546	NaN
TCGA-97-7547	NaN
TCGA-97-7552	NaN
TCGA-97-7553	5
TCGA-97-7554	NaN
TCGA-97-7937	3
TCGA-97-7938	NaN
TCGA-97-7941	1
TCGA-99-7458	NaN
TCGA-99-8025	NaN
TCGA-99-8028	3
TCGA-99-8032	4
TCGA-99-8033	5
TCGA-J2-8192	5
TCGA-J2-8194	2
